id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id,derived
565,施工情况 加砂中,施工特征,砂比方差: 6.0108,E0563,E0566,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:砂比:var,no
566,施工情况 加砂中,施工特征,排量平均值: 22.0885,E0563,E0567,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:排量:mean,no
567,施工情况 加砂中,施工特征,排量方差: 7.5586,E0563,E0568,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:排量:var,no
568,施工情况 加砂中,施工特征,施工泵压平均值: 85.0926,E0563,E0569,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:施工泵压:mean,no
569,施工情况 加砂中,施工特征,施工泵压方差: 22.5948,E0563,E0570,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:施工泵压:var,no
570,施工情况 加砂中,发生工况,工况 缝内暂堵,E0563,E0571,condition:红页L1HF:17:加砂中,worktype:红页L1HF:17:加砂中:缝内暂堵,no
571,工况 缝内暂堵,开始时间,工况时间 2024-01-12 15:40:20,E0571,E0572,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_time:红页L1HF:17:加砂中:缝内暂堵,no
572,工况 缝内暂堵,施工特征,砂比平均值: 7.1583,E0571,E0573,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:砂比:mean,no
573,工况 缝内暂堵,施工特征,砂比方差: 3.9258,E0571,E0574,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:砂比:var,no
574,工况 缝内暂堵,施工特征,排量平均值: 24.0461,E0571,E0575,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:排量:mean,no
575,工况 缝内暂堵,施工特征,排量方差: 0.0011,E0571,E0576,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:排量:var,no
576,工况 缝内暂堵,施工特征,施工泵压平均值: 82.0657,E0571,E0577,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:施工泵压:mean,no
577,工况 缝内暂堵,施工特征,施工泵压方差: 20.8775,E0571,E0578,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:施工泵压:var,no
578,工况 缝内暂堵,处置建议,当前建议: 无建议,E0571,E0579,worktype:红页L1HF:17:加砂中:缝内暂堵,suggestion:红页L1HF:17:加砂中:缝内暂堵,no
579,施工情况 加砂中,发生工况,工况 缝口暂堵,E0563,E0580,condition:红页L1HF:17:加砂中,worktype:红页L1HF:17:加砂中:缝口暂堵,no
580,工况 缝口暂堵,开始时间,工况时间 2024-01-12 16:03:40,E0580,E0581,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_time:红页L1HF:17:加砂中:缝口暂堵,no
581,工况 缝口暂堵,施工特征,砂比平均值: 7.5333,E0580,E0582,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:砂比:mean,no
582,工况 缝口暂堵,施工特征,砂比方差: 1.933,E0580,E0583,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:砂比:var,no
583,工况 缝口暂堵,施工特征,排量平均值: 20.1662,E0580,E0584,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:排量:mean,no
584,工况 缝口暂堵,施工特征,排量方差: 8.8152,E0580,E0585,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:排量:var,no
585,工况 缝口暂堵,施工特征,施工泵压平均值: 80.9014,E0580,E0586,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:施工泵压:mean,no
586,工况 缝口暂堵,施工特征,施工泵压方差: 77.1872,E0580,E0587,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:施工泵压:var,no
587,工况 缝口暂堵,处置建议,当前建议: 无建议,E0580,E0588,worktype:红页L1HF:17:加砂中:缝口暂堵,suggestion:红页L1HF:17:加砂中:缝口暂堵,no
588,施工情况 加砂中,发生工况,工况 延伸受阻,E0563,E0589,condition:红页L1HF:17:加砂中,worktype:红页L1HF:17:加砂中:延伸受阻,no
589,工况 延伸受阻,开始时间,工况时间 2024-01-12 17:13:40,E0589,E0590,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_time:红页L1HF:17:加砂中:延伸受阻,no
590,工况 延伸受阻,施工特征,砂比平均值: 8.4353,E0589,E0591,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:砂比:mean,no
591,工况 延伸受阻,施工特征,砂比方差: 1.8737,E0589,E0592,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:砂比:var,no
592,工况 延伸受阻,施工特征,排量平均值: 17.3069,E0589,E0593,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:排量:mean,no
593,工况 延伸受阻,施工特征,排量方差: 0.2719,E0589,E0594,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:排量:var,no
594,工况 延伸受阻,施工特征,施工泵压平均值: 88.758,E0589,E0595,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:施工泵压:mean,no
595,工况 延伸受阻,施工特征,施工泵压方差: 1.6937,E0589,E0596,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:施工泵压:var,no
596,工况 延伸受阻,处置建议,当前建议: 无建议,E0589,E0597,worktype:红页L1HF:17:加砂中:延伸受阻,suggestion:红页L1HF:17:加砂中:延伸受阻,no
597,段号 17,包含施工阶段,施工情况 加砂后,E0547,E0598,segment:红页L1HF:17,condition:红页L1HF:17:加砂后,no
598,施工情况 加砂后,开始时间,施工时间 2024-01-12 17:22:10,E0598,E0599,condition:红页L1HF:17:加砂后,condition_time:红页L1HF:17:加砂后,no
599,施工情况 加砂后,施工特征,砂比平均值: 无数据,E0598,E0600,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:砂比:mean,no
600,施工情况 加砂后,施工特征,砂比方差: 无数据,E0598,E0601,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:砂比:var,no
601,施工情况 加砂后,施工特征,排量平均值: 9.9868,E0598,E0602,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:排量:mean,no
602,施工情况 加砂后,施工特征,排量方差: 12.115,E0598,E0603,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:排量:var,no
603,施工情况 加砂后,施工特征,施工泵压平均值: 85.4685,E0598,E0604,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:施工泵压:mean,no
604,施工情况 加砂后,施工特征,施工泵压方差: 126.7506,E0598,E0605,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:施工泵压:var,no
605,施工情况 加砂后,发生工况,工况 延伸受阻,E0598,E0606,condition:红页L1HF:17:加砂后,worktype:红页L1HF:17:加砂后:延伸受阻,no
606,工况 延伸受阻,开始时间,工况时间 2024-01-12 17:22:10,E0606,E0607,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_time:红页L1HF:17:加砂后:延伸受阻,no
607,工况 延伸受阻,施工特征,砂比平均值: 无数据,E0606,E0608,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:砂比:mean,no
608,工况 延伸受阻,施工特征,砂比方差: 无数据,E0606,E0609,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:砂比:var,no
609,工况 延伸受阻,施工特征,排量平均值: 15.0892,E0606,E0610,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:排量:mean,no
610,工况 延伸受阻,施工特征,排量方差: 2.5201,E0606,E0611,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:排量:var,no
611,工况 延伸受阻,施工特征,施工泵压平均值: 88.7065,E0606,E0612,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:施工泵压:mean,no
612,工况 延伸受阻,施工特征,施工泵压方差: 2.5778,E0606,E0613,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:施工泵压:var,no
613,工况 延伸受阻,处置建议,当前建议: 无建议,E0606,E0614,worktype:红页L1HF:17:加砂后:延伸受阻,suggestion:红页L1HF:17:加砂后:延伸受阻,no
614,井号 红页L1HF,包含段,段号 18,E0001,E0615,well:红页L1HF,segment:红页L1HF:18,no
615,段号 18,开始时间,段号时间 2024-01-13 16:02:20,E0615,E0616,segment:红页L1HF:18,segment_time:红页L1HF:18,no
616,段号 18,施工特征,砂比平均值: 9.9561,E0615,E0617,segment:红页L1HF:18,segment_stats:红页L1HF:18:砂比:mean,no
617,段号 18,施工特征,砂比方差: 5.4314,E0615,E0618,segment:红页L1HF:18,segment_stats:红页L1HF:18:砂比:var,no
618,段号 18,施工特征,排量平均值: 16.0175,E0615,E0619,segment:红页L1HF:18,segment_stats:红页L1HF:18:排量:mean,no
619,段号 18,施工特征,排量方差: 105.9031,E0615,E0620,segment:红页L1HF:18,segment_stats:红页L1HF:18:排量:var,no
620,段号 18,施工特征,施工泵压平均值: 67.7931,E0615,E0621,segment:红页L1HF:18,segment_stats:红页L1HF:18:施工泵压:mean,no
621,段号 18,施工特征,施工泵压方差: 354.5006,E0615,E0622,segment:红页L1HF:18,segment_stats:红页L1HF:18:施工泵压:var,no
622,段号 18,包含施工阶段,施工情况 加砂前,E0615,E0623,segment:红页L1HF:18,condition:红页L1HF:18:加砂前,no
623,施工情况 加砂前,开始时间,施工时间 2024-01-13 16:02:20,E0623,E0624,condition:红页L1HF:18:加砂前,condition_time:红页L1HF:18:加砂前,no
624,施工情况 加砂前,施工特征,砂比平均值: 无数据,E0623,E0625,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:砂比:mean,no
625,施工情况 加砂前,施工特征,砂比方差: 无数据,E0623,E0626,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:砂比:var,no
626,施工情况 加砂前,施工特征,排量平均值: 8.1516,E0623,E0627,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:排量:mean,no
627,施工情况 加砂前,施工特征,排量方差: 53.4647,E0623,E0628,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:排量:var,no
628,施工情况 加砂前,施工特征,施工泵压平均值: 60.2757,E0623,E0629,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:施工泵压:mean,no
629,施工情况 加砂前,施工特征,施工泵压方差: 205.851,E0623,E0630,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:施工泵压:var,no
630,段号 18,包含施工阶段,施工情况 加砂中,E0615,E0631,segment:红页L1HF:18,condition:红页L1HF:18:加砂中,no
631,施工情况 加砂中,开始时间,施工时间 2024-01-13 16:40:00,E0631,E0632,condition:红页L1HF:18:加砂中,condition_time:红页L1HF:18:加砂中,no
632,施工情况 加砂中,施工特征,砂比平均值: 9.9561,E0631,E0633,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:砂比:mean,no
633,施工情况 加砂中,施工特征,砂比方差: 5.4314,E0631,E0634,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:砂比:var,no
634,施工情况 加砂中,施工特征,排量平均值: 23.6377,E0631,E0635,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:排量:mean,no
635,施工情况 加砂中,施工特征,排量方差: 0.4627,E0631,E0636,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:排量:var,no
636,施工情况 加砂中,施工特征,施工泵压平均值: 80.3142,E0631,E0637,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:施工泵压:mean,no
637,施工情况 加砂中,施工特征,施工泵压方差: 11.7133,E0631,E0638,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:施工泵压:var,no
638,施工情况 加砂中,发生工况,工况 缝内暂堵,E0631,E0639,condition:红页L1HF:18:加砂中,worktype:红页L1HF:18:加砂中:缝内暂堵,no
639,工况 缝内暂堵,开始时间,工况时间 2024-01-13 17:04:20,E0639,E0640,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_time:红页L1HF:18:加砂中:缝内暂堵,no
640,工况 缝内暂堵,施工特征,砂比平均值: 7.2769,E0639,E0641,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:砂比:mean,no
641,工况 缝内暂堵,施工特征,砂比方差: 3.7541,E0639,E0642,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:砂比:var,no
642,工况 缝内暂堵,施工特征,排量平均值: 23.5718,E0639,E0643,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:排量:mean,no
643,工况 缝内暂堵,施工特征,排量方差: 0.2686,E0639,E0644,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:排量:var,no
644,工况 缝内暂堵,施工特征,施工泵压平均值: 77.8267,E0639,E0645,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:施工泵压:mean,no
645,工况 缝内暂堵,施工特征,施工泵压方差: 6.0742,E0639,E0646,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:施工泵压:var,no
646,工况 缝内暂堵,处置建议,当前建议: 无建议,E0639,E0647,worktype:红页L1HF:18:加砂中:缝内暂堵,suggestion:红页L1HF:18:加砂中:缝内暂堵,no
647,施工情况 加砂中,发生工况,工况 缝口暂堵,E0631,E0648,condition:红页L1HF:18:加砂中,worktype:红页L1HF:18:加砂中:缝口暂堵,no
648,工况 缝口暂堵,开始时间,工况时间 2024-01-13 17:33:00,E0648,E0649,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_time:红页L1HF:18:加砂中:缝口暂堵,no
649,工况 缝口暂堵,施工特征,砂比平均值: 8.5542,E0648,E0650,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:砂比:mean,no
650,工况 缝口暂堵,施工特征,砂比方差: 7.9825,E0648,E0651,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:砂比:var,no
651,工况 缝口暂堵,施工特征,排量平均值: 22.9024,E0648,E0652,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:排量:mean,no
652,工况 缝口暂堵,施工特征,排量方差: 2.7999,E0648,E0653,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:排量:var,no
653,工况 缝口暂堵,施工特征,施工泵压平均值: 79.0464,E0648,E0654,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:施工泵压:mean,no
654,工况 缝口暂堵,施工特征,施工泵压方差: 19.9111,E0648,E0655,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:施工泵压:var,no
655,工况 缝口暂堵,处置建议,当前建议: 无建议,E0648,E0656,worktype:红页L1HF:18:加砂中:缝口暂堵,suggestion:红页L1HF:18:加砂中:缝口暂堵,no
656,施工情况 加砂中,发生工况,工况 主缝延伸,E0631,E0657,condition:红页L1HF:18:加砂中,worktype:红页L1HF:18:加砂中:主缝延伸,no
657,工况 主缝延伸,开始时间,工况时间 2024-01-13 18:04:20,E0657,E0658,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_time:红页L1HF:18:加砂中:主缝延伸,no
658,工况 主缝延伸,施工特征,砂比平均值: 11.2691,E0657,E0659,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:砂比:mean,no
659,工况 主缝延伸,施工特征,砂比方差: 4.4038,E0657,E0660,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:砂比:var,no
660,工况 主缝延伸,施工特征,排量平均值: 24.0329,E0657,E0661,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:排量:mean,no
661,工况 主缝延伸,施工特征,排量方差: 0.0001,E0657,E0662,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:排量:var,no
662,工况 主缝延伸,施工特征,施工泵压平均值: 83.1101,E0657,E0663,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:施工泵压:mean,no
663,工况 主缝延伸,施工特征,施工泵压方差: 3.2891,E0657,E0664,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:施工泵压:var,no
664,工况 主缝延伸,处置建议,当前建议: 保持当前措施,E0657,E0665,worktype:红页L1HF:18:加砂中:主缝延伸,suggestion:红页L1HF:18:加砂中:主缝延伸,no
665,段号 18,包含施工阶段,施工情况 加砂后,E0615,E0666,segment:红页L1HF:18,condition:红页L1HF:18:加砂后,no
666,施工情况 加砂后,开始时间,施工时间 2024-01-13 18:22:00,E0666,E0667,condition:红页L1HF:18:加砂后,condition_time:红页L1HF:18:加砂后,no
667,施工情况 加砂后,施工特征,砂比平均值: 无数据,E0666,E0668,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:砂比:mean,no
668,施工情况 加砂后,施工特征,砂比方差: 无数据,E0666,E0669,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:砂比:var,no
669,施工情况 加砂后,施工特征,排量平均值: 2.2057,E0666,E0670,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:排量:mean,no
670,施工情况 加砂后,施工特征,排量方差: 45.0523,E0666,E0671,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:排量:var,no
671,施工情况 加砂后,施工特征,施工泵压平均值: 39.0629,E0666,E0672,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:施工泵压:mean,no
